spec_row_key,document_key,Model,Region,Source_lang,Version,Is_Latest,Page,Section,Section_order,Row_order,Row_key,Slot_key,Row_label_source,Row_label_footnote_refs,Line_order,Param_source,Param_footnote_refs,Value_source,Value_footnote_refs,Row_label_fr,Param_fr,Value_fr,Row_label_es,Param_es,Value_es,Row_label_br,Param_br,Value_br,Row_label_de,Param_de,Value_de,Row_label_it,Param_it,Value_it,Row_label_uk,Param_uk,Value_uk,Row_label_ko,Param_ko,Value_ko
JE-2000F_EU__v1.0__specifications__s03__r03__usb_c__100w__l02,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,3,usb_c,100w,USB-C 100W,,2,,,"100 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A",,Sortie USB-C 100 W,,"100 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A",Salida USB-C 100W,,"100 W máx., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A",,,"100 W máx., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A",1 × USB-C-Ausgang 100 W,,"100 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A",1 × Uscita USB-C 100 W,,"100 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A",Вихід USB-C 100 Вт,,"100 Вт макс., 5 В⎓3 А, 9 В⎓3 А, 12 В⎓3 А, 15 В⎓3 А, 20 В⎓5 А",,,
JE-2000F_EU__v1.0__specifications__s03__r03__usb_c__30w__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,3,usb_c,30w,USB-C 30W,,1,,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2.5 A, 15 V⎓2 A, 20 V⎓1.5 A",,Sortie USB-C 30 W,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",Salida USB-C 30W,,"30 W máx., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",,,"30 W máx., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",1 × USB-C-Ausgang 30 W,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",1 × Uscita USB-C 30 W,,"30 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓2,5 A, 15 V⎓2 A, 20 V⎓1,5 A",Вихід USB-C 30 Вт,,"30 Вт макс., 5 В⎓3 А, 9 В⎓3 А, 12 В⎓2,5 А, 15 В⎓2 А, 20 В⎓1,5 А",,,
JE-2000F_EU__v1.0__specifications__s03__r04__usb_a__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,4,usb_a,,1 × USB-A,,1,,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1.5 A",,1 × Sortie USB-A,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",1 × Salida USB-A,,"18 W máx., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",,,"18 W máx., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",1 × USB-A-Ausgang,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",1 × Uscita USB-A,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1,5 A",1 вихід USB-A,,"18 Вт макс., 5-6 В⎓3 А, 6-9 В⎓2 А, 9-12 В⎓1,5 А",,,
JE-2000F_EU__v1.0__specifications__s03__r05__dc12_port__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,5,dc12_port,,1 × DC 12 V Port,,1,,,12 V⎓10 A max.,,1 × Port CC 12 V,,12 V⎓10 A max.,1 × Puerto CC 12 V,,12 V⎓10 A máx.,,,12 V⎓10 A máx.,1 × DC 12 V-Anschluss,,12 V⎓10 A max.,1 × Porta CC 12 V,,12 V⎓10 A max.,1 × порт DC 12 В,,12 В⎓10 А макс.,,,
JE-2000F_EU__v1.0__specifications__s04__r01__charging_temperature__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,charging_temperature,,Charging Temperature,,1,,,0 °C to 45 °C,,Température de charge,,0 °C à 45 °C,Temperatura de carga,,0 °C a 45 °C,,,0°C a 45°C,Ladtemperatur,,von 0 °C bis 45 °C,Temperatura di ricarica,,da 0 °C a 45 °C,Температура заряджання,,від 0 °C до 45 °C,,,
JE-2000F_EU__v1.0__specifications__s04__r02__discharging_temperature__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,2,discharging_temperature,,Discharging Temperature,,1,,,-10 °C to 45 °C,,Température de décharge,,-10 °C à 45 °C,Temperatura de descarga,,-10 °C a 45 °C,,,-10°C a 45°C,Entladetemperatur,,von -10 °C bis 45 °C,Temperatura di scarico,,da -10 °C a 45 °C,Температура розряду,,від -10 °C до 45 °C,,,
JE-2000F_EU__v1.0__storage__s04__r01__storage_temperature__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,1,1 month,,-20 °C to 45 °C (0-60 % RH),,,1 mois,-20 °C à 45 °C (0-60 % HR),,1 mes,-20 °C a 45 °C (0-60 % HR),,,-20°C a 45°C (0-60% UR),,1 Monat,von -20 °C bis 45 °C (0–60 % rF),,1 mese,da -20 °C a 45 °C (0-60% UR),,1 місяць,від -20 °C до 45 °C (0-60 % RH),,,
JE-2000F_EU__v1.0__storage__s04__r01__storage_temperature__main__l02,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,2,3 months,,0 °C to 45 °C (0-60 % RH),,,3 mois,0 °C à 45 °C (0-60 % HR),,3 meses,0 °C a 45 °C (0-60 % HR),,,0°C a 45°C (0-60% UR),,3 Monate,von 0 °C bis 45 °C (0–60 % rF),,3 mesi,da 0 °C a 45 °C (0-60% UR),,3 місяці,від 0 °C до 45 °C (0-60 % RH),,,
JE-2000F_EU__v1.0__storage__s04__r01__storage_temperature__main__l03,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,3,12 months,,0 °C to 25 °C (0-60 % RH),,,12 mois,0 °C à 25 °C (0-60 % HR),,12 meses,0 °C a 25 °C (0-60 % HR),,,0°C a 25°C (0-60% UR),,12 Monate,von 0 °C bis 25 °C (0–60 % rF),,12 mesi,da 0 °C a 25 °C (0-60% UR),,12 місяців,від 0 °C до 25 °C (0-60 % RH),,,
JE-2000F_EU__v1.0__ups_mode__s03__r01__ups_bypass_output__text__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,ups_mode,OUTPUT PORTS,3,1,ups_bypass_output,text,UPS Bypass Output,,1,,,10 A,,,,10 A,,,10 A,,,10 A,,,10 A,,,10 A,,,10 А,,,
JE-2000F_EU__v2.0__ups_mode__s03__r02__ups_transfer_time__value__l01,JE-2000F_EU,JE-2000F,EU,en,2.0,TRUE,ups_mode,OUTPUT PORTS,3,2,ups_transfer_time,value,UPS Transfer Time,,1,,,10 ms,,,,,,,,,,,,,,,,,,,,,,
JE-2000F_EU__v2.0__charging_methods__s02__r03__pv_input_range__value__l01,JE-2000F_EU,JE-2000F,EU,en,2.0,TRUE,charging_methods,INPUT PORTS,2,3,pv_input_range,value,PV Input Range,,1,,,16V-60V,,,,,,,,,,,,,,,,,,,,,,
JE-2000F_EU__v2.0__charging_methods__s02__r04__dc_input_connector__value__l01,JE-2000F_EU,JE-2000F,EU,en,2.0,TRUE,charging_methods,INPUT PORTS,2,4,dc_input_connector,value,DC Input Connector,,1,,,DC8020,,,,,,,,,,,,,,,,,,,,,,
