spec_row_key,document_key,Model,Region,Source_lang,Version,Is_Latest,Page,Section,Section_order,Row_order,Row_key,Slot_key,Row_label_source,Row_label_footnote_refs,Line_order,Param_source,Param_footnote_refs,Value_source,Value_footnote_refs,Row_label_fr,Param_fr,Value_fr,Row_label_es,Param_es,Value_es,Row_label_br,Param_br,Value_br,Row_label_de,Param_de,Value_de,Row_label_it,Param_it,Value_it,Row_label_uk,Param_uk,Value_uk,Row_label_ko,Param_ko,Value_ko
JE-1000H_EU__v2.0__specifications__s04__r01__charging_temperature__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,charging_temperature,,Charging Temperature,,1,,,-10°C to 45°C,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s04__r02__discharging_temperature__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,2,discharging_temperature,,Discharging Temperature,,1,,,-10°C to 45°C,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__storage__s04__r01__storage_temperature__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,1,1 month,,-20 °C to 45 °C (0-60 % RH),,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__storage__s04__r01__storage_temperature__main__l02,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,2,3 months,,0 °C to 45 °C (0-60 % RH),,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__storage__s04__r01__storage_temperature__main__l03,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,storage_temperature,,Storage Temperature,,3,12 months,,0 °C to 25 °C (0-60 % RH),,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__ups_mode__s03__r01__ups_bypass_output__text__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,ups_mode,OUTPUT PORTS,3,1,ups_bypass_output,text,UPS Bypass Output,,1,,,10 A,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__ups_mode__s03__r02__ups_transfer_time__value__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,ups_mode,OUTPUT PORTS,3,2,ups_transfer_time,value,UPS Transfer Time,,1,,,10 ms,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__charging_methods__s02__r03__pv_input_range__value__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,charging_methods,INPUT PORTS,2,3,pv_input_range,value,PV Input Range,,1,,,16V-60V,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__charging_methods__s02__r04__dc_input_connector__value__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,charging_methods,INPUT PORTS,2,4,dc_input_connector,value,DC Input Connector,,1,,,DC8020,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s02__r03__dc_expansion_input__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,3,dc_expansion_input,,1 × DC Expansion Input,,1,,,36.8V-56V⎓59A Max,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s02__r07__dc_expansion_output__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,7,dc_expansion_output,,1 × DC Expansion Output,,1,,,36.8V-56V⎓36A Max,,,,,,,,,,,,,,,,,,,,,,
